00BL               20231108                                                                                   
0601BLA0N       20240101002795100000005000 0000000000002836   
0601BLA0N       20240101002800100000005000 0000000000002837   
0601BLA0N       20240101002805100000005000 0000000000002839   
0601BLA0N       20240101002810100000005000 0000000000002841   
0601BLA0N       20240101002815100000005000 0000000000002842   
0601BLA0N       20240101002820100000005000 0000000000002844   
0601BLA0N       20240101002825100000005000 0000000000002845   
0601BLA0N       20240101002830100000005000 0000000000002847   
0601BLA0N       20240101002835100000005000 0000000000002849   
0601BLA0N       20240101002840100000005000 0000000000002850   
0601BLA0N       20240101002845100000005000 0000000000002852   
0601BLA0N       20240101002850100000005000 0000000000002853   
0601BLA0N       20240101002855100000005000 0000000000002855   
0601BLA0N       20240101002860100000005000 0000000000002856   
0601BLA0N       20240101002865100000005000 0000000000002858   
0601BLA0N       20240101002870100000005000 0000000000002860   
0601BLA0N       20240101002875100000005000 0000000000002861   
0601BLA0N       20240101002880100000005000 0000000000002863   
0601BLA0N       20240101002885100000005000 0000000000002864   
0601BLA0N       20240101002890100000005000 0000000000002866   
0601BLA0N       20240101002895100000005000 0000000000002867   
0601BLA0N       20240101002900100000005000 0000000000002869   
0601BLA0N       20240101002905100000005000 0000000000002870   
0601BLA0N       20240101002910100000005000 0000000000002872   
0601BLA0N       20240101002915100000005000 0000000000002873   
0601BLA0N       20240101002920100000005000 0000000000002875   
0601BLA0N       20240101002925100000005000 0000000000002876   
0601BLA0N       20240101002930100000005000 0000000000002878   
0601BLA0N       20240101002935100000005000 0000000000002879   
0601BLA0N       20240101002940100000005000 0000000000002881   
0601BLA0N       20240101002945100000005000 0000000000002882   
0601BLA0N       20240101002950100000005000 0000000000002884   
0601BLA0N       20240101002955100000005000 0000000000002885   
0601BLA0N       20240101002960100000005000 0000000000002887   
0601BLA0N       20240101002965100000005000 0000000000002888   
0601BLA0N       20240101002970100000005000 0000000000002889   
0601BLA0N       20240101002975100000005000 0000000000002891   
0601BLA0N       20240101002980100000005000 0000000000002893   
0601BLA0N       20240101002985100000005000 0000000000002894   
0601BLA0N       20240101002990100000005000 0000000000002896   
0601BLA0N       20240101002995100000005000 0000000000002897   
0601BLA0N       20240101003000100000500000 0000000000002965   
0601BLA0N       20240101003500100000500000 0000000000003074   
0601BLA0N       20240101004000100000500000 0000000000003159   
0601BLA0N       20240101004500100000500000 0000000000003229   
0601BLA0N       20240101005000100000500000 0000000000003286   
0601BLA0N       20240101005500100000500000 0000000000003336   
0601BLA0N       20240101006000100000500000 0000000000003378   
0601BLA0N       20240101006500100000500000 0000000000003415   
0601BLA0N       20240101007000100000500000 0000000000003447   
0601BLA0N       20240101007500100000500000 0000000000003471   
0601BLA0N       20240101008000100000500000 0000000000003488   
0601BLA0N       20240101008500100000500000 0000000000003504   
0601BLA0N       20240101009000100000500000 0000000000003518   
0601BLA0N       20240101009500100000500000 0000000000003532   
0601BLA0N       20240101010000100005000000 0000000000003635   
0601BLA0N       20240101015000100005000000 0000000000003645   
0601BLA0N       20240101020000100005000000 0000000000003650   
0601BLA0N       20240101025000100005000000 0000000000003653   
0601BLA0N       20240101030000100005000000 0000000000003655   
0601BLA0N       20240101035000100005000000 0000000000003657   
0601BLA0N       20240101040000100005000000 0000000000003658   
0601BLA0N       20240101045000100005000000 0000000000003659   
0601BLA0N       20240101050000100005000000 0000000000003660   
0601BLA0N       20240101055000100005000000 0000000000003661   
0601BLA0N       20240101060000100005000000 0000000000003661   
0601BLA0N       20240101065000100005000000 0000000000003662   
0601BLA0N       20240101070000100005000000 0000000000003662   
0601BLA0N       20240101075000100005000000 0000000000003663   
0601BLA0N       20240101080000100005000000 0000000000003663   
0601BLA0N       20240101085000100005000000 0000000000003663   
0601BLA0N       20240101090000100005000000 0000000000003663   
0601BLA0N       20240101095000100005000000 0000000000003664   
0601BLA1N       20240101000000100000120000 0100000000000000   
0601BLA1N       20240101000120100000005000 0100000000000008   
0601BLA1N       20240101000125100000005000 0100000000000008   
0601BLA1N       20240101000130100000005000 0100000000000008   
0601BLA1N       20240101000135100000005000 0100000000000007   
0601BLA1N       20240101000140100000005000 0100000000000007   
0601BLA1N       20240101000145100000005000 0100000000000007   
0601BLA1N       20240101000150100000005000 0100000000000007   
0601BLA1N       20240101000155100000005000 0100000000000006   
0601BLA1N       20240101000160100000005000 0100000000000012   
0601BLA1N       20240101000165100000005000 0100000000000012   
0601BLA1N       20240101000170100000005000 0100000000000012   
0601BLA1N       20240101000175100000005000 0100000000000011   
0601BLA1N       20240101000180100000005000 0100000000000011   
0601BLA1N       20240101000185100000005000 0100000000000011   
0601BLA1N       20240101000190100000005000 0100000000000010   
0601BLA1N       20240101000195100000005000 0100000000000010   
0601BLA1N       20240101000200100000005000 0100000000000015   
0601BLA1N       20240101000205100000005000 0100000000000014   
0601BLA1N       20240101000210100000005000 0100000000000014   
0601BLA1N       20240101000215100000005000 0100000000000014   
0601BLA1N       20240101000220100000005000 0100000000000013   
0601BLA1N       20240101000225100000005000 0100000000000013   
0601BLA1N       20240101000230100000005000 0100000000000013   
0601BLA1N       20240101000235100000005000 0100000000000017   
0601BLA1N       20240101000240100000005000 0100000000000016   
0601BLA1N       20240101000245100000005000 0100000000000016   
0601BLA1N       20240101000250100000005000 0100000000000016   
0601BLA1N       20240101000255100000005000 0100000000000016   
0601BLA1N       20240101000260100000005000 0100000000000015   
0601BLA1N       20240101000265100000005000 0100000000000015   
0601BLA1N       20240101000270100000005000 0100000000000015   
0601BLA1N       20240101000275100000005000 0100000000000018   
0601BLA1N       20240101000280100000005000 0100000000000018   
0601BLA1N       20240101000285100000005000 0100000000000017   
0601BLA1N       20240101000290100000005000 0100000000000017   
0601BLA1N       20240101000295100000005000 0100000000000017   
0601BLA1N       20240101000300100000005000 0100000000000017   
0601BLA1N       20240101000305100000005000 0100000000000016   
0601BLA1N       20240101000310100000005000 0100000000000016   
0601BLA1N       20240101000315100000005000 0100000000000025   
0601BLA1N       20240101000320100000005000 0100000000000025   
0601BLA1N       20240101000325100000005000 0100000000000027   
0601BLA1N       20240101000330100000005000 0100000000000027   
0601BLA1N       20240101000335100000005000 0100000000000030   
0601BLA1N       20240101000340100000005000 0100000000000047   
0601BLA1N       20240101000345100000005000 0100000000000066   
0601BLA1N       20240101000350100000005000 0100000000000082   
0601BLA1N       20240101000355100000005000 0100000000000101   
0601BLA1N       20240101000360100000005000 0100000000000119   
0601BLA1N       20240101000365100000005000 0100000000000136   
0601BLA1N       20240101000370100000005000 0100000000000153   
0601BLA1N       20240101000375100000005000 0100000000000172   
0601BLA1N       20240101000380100000005000 0100000000000188   
0601BLA1N       20240101000385100000005000 0100000000000204   
0601BLA1N       20240101000390100000005000 0100000000000222   
0601BLA1N       20240101000395100000005000 0100000000000236   
0601BLA1N       20240101000400100000005000 0100000000000253   
0601BLA1N       20240101000405100000005000 0100000000000270   
0601BLA1N       20240101000410100000005000 0100000000000286   
0601BLA1N       20240101000415100000005000 0100000000000302   
0601BLA1N       20240101000420100000005000 0100000000000317   
0601BLA1N       20240101000425100000005000 0100000000000332   
0601BLA1N       20240101000430100000005000 0100000000000349   
0601BLA1N       20240101000435100000005000 0100000000000363   
0601BLA1N       20240101000440100000005000 0100000000000377   
0601BLA1N       20240101000445100000005000 0100000000000393   
0601BLA1N       20240101000450100000005000 0100000000000409   
0601BLA1N       20240101000455100000005000 0100000000000422   
0601BLA1N       20240101000460100000005000 0100000000000437   
0601BLA1N       20240101000465100000005000 0100000000000451   
0601BLA1N       20240101000470100000005000 0100000000000466   
0601BLA1N       20240101000475100000005000 0100000000000480   
0601BLA1N       20240101000480100000005000 0100000000000495   
0601BLA1N       20240101000485100000005000 0100000000000509   
0601BLA1N       20240101000490100000005000 0100000000000522   
0601BLA1N       20240101000495100000005000 0100000000000535   
0601BLA1N       20240101000500100000005000 0100000000000549   
0601BLA1N       20240101000505100000005000 0100000000000564   
0601BLA1N       20240101000510100000005000 0100000000000576   
0601BLA1N       20240101000515100000005000 0100000000000589   
0601BLA1N       20240101000520100000005000 0100000000000601   
0601BLA1N       20240101000525100000005000 0100000000000614   
0601BLA1N       20240101000530100000005000 0100000000000627   
0601BLA1N       20240101000535100000005000 0100000000000640   
0601BLA1N       20240101000540100000005000 0100000000000651   
0601BLA1N       20240101000545100000005000 0100000000000663   
0601BLA1N       20240101000550100000005000 0100000000000675   
0601BLA1N       20240101000555100000005000 0100000000000687   
0601BLA1N       20240101000560100000005000 0100000000000700   
0601BLA1N       20240101000565100000005000 0100000000000712   
0601BLA1N       20240101000570100000005000 0100000000000725   
0601BLA1N       20240101000575100000005000 0100000000000738   
