00SG               20231206                                                                                   
0601SGC9N       20240101001550100000005000 0900000050000538   
0601SGC9N       20240101001555100000005000 0900000050000543   
0601SGC9N       20240101001560100000005000 0900000050000546   
0601SGC9N       20240101001565100000005000 0900000050000551   
0601SGC9N       20240101001570100000005000 0900000050000555   
0601SGC9N       20240101001575100000005000 0900000050000559   
0601SGC9N       20240101001580100000005000 0900000050000563   
0601SGC9N       20240101001585100000005000 0900000050000567   
0601SGC9N       20240101001590100000005000 0900000050000570   
0601SGC9N       20240101001595100000005000 0900000050000575   
0601SGC9N       20240101001600100000005000 0900000050000579   
0601SGC9N       20240101001605100000005000 0900000050000582   
0601SGC9N       20240101001610100000005000 0900000050000587   
0601SGC9N       20240101001615100000005000 0900000050000591   
0601SGC9N       20240101001620100000005000 0900000050000594   
0601SGC9N       20240101001625100000005000 0900000050000598   
0601SGC9N       20240101001630100000005000 0900000050000602   
0601SGC9N       20240101001635100000005000 0900000050000606   
0601SGC9N       20240101001640100000005000 0900000050000610   
0601SGC9N       20240101001645100000005000 0900000050000614   
0601SGC9N       20240101001650100000005000 0900000050000618   
0601SGC9N       20240101001655100000005000 0900000050000622   
0601SGC9N       20240101001660100000005000 0900000050000626   
0601SGC9N       20240101001665100000005000 0900000050000630   
0601SGC9N       20240101001670100000005000 0900000050000634   
0601SGC9N       20240101001675100000005000 0900000050000638   
0601SGC9N       20240101001680100000005000 0900000050000641   
0601SGC9N       20240101001685100000005000 0900000050000646   
0601SGC9N       20240101001690100000005000 0900000050000650   
0601SGC9N       20240101001695100000005000 0900000050000653   
0601SGC9N       20240101001700100000005000 0900000050000657   
0601SGC9N       20240101001705100000005000 0900000050000661   
0601SGC9N       20240101001710100000005000 0900000050000664   
0601SGC9N       20240101001715100000005000 0900000050000669   
0601SGC9N       20240101001720100000005000 0900000050000673   
0601SGC9N       20240101001725100000005000 0900000050000676   
0601SGC9N       20240101001730100000005000 0900000050000681   
0601SGC9N       20240101001735100000005000 0900000050000685   
0601SGC9N       20240101001740100000005000 0900000050000688   
0601SGC9N       20240101001745100000005000 0900000050000693   
0601SGC9N       20240101001750100000005000 0900000050000698   
0601SGC9N       20240101001755100000005000 0900000050000701   
0601SGC9N       20240101001760100000005000 0900000050000707   
0601SGC9N       20240101001765100000005000 0900000050000711   
0601SGC9N       20240101001770100000005000 0900000050000715   
0601SGC9N       20240101001775100000005000 0900000050000720   
0601SGC9N       20240101001780100000005000 0900000050000725   
0601SGC9N       20240101001785100000005000 0900000050000728   
0601SGC9N       20240101001790100000005000 0900000050000733   
0601SGC9N       20240101001795100000005000 0900000050000738   
0601SGC9N       20240101001800100000005000 0900000050000742   
0601SGC9N       20240101001805100000005000 0900000050000747   
0601SGC9N       20240101001810100000005000 0900000050000752   
0601SGC9N       20240101001815100000005000 0900000050000756   
0601SGC9N       20240101001820100000005000 0900000050000761   
0601SGC9N       20240101001825100000005000 0900000050000766   
0601SGC9N       20240101001830100000005000 0900000050000770   
0601SGC9N       20240101001835100000005000 0900000050000776   
0601SGC9N       20240101001840100000005000 0900000050000779   
0601SGC9N       20240101001845100000005000 0900000050000785   
0601SGC9N       20240101001850100000005000 0900000050000790   
0601SGC9N       20240101001855100000005000 0900000050000794   
0601SGC9N       20240101001860100000005000 0900000050000799   
0601SGC9N       20240101001865100000005000 0900000050000804   
0601SGC9N       20240101001870100000005000 0900000050000808   
0601SGC9N       20240101001875100000005000 0900000050000813   
0601SGC9N       20240101001880100000005000 0900000050000818   
0601SGC9N       20240101001885100000005000 0900000050000823   
0601SGC9N       20240101001890100000005000 0900000050000827   
0601SGC9N       20240101001895100000005000 0900000050000832   
0601SGC9N       20240101001900100000005000 0900000050000836   
0601SGC9N       20240101001905100000005000 0900000050000841   
0601SGC9N       20240101001910100000005000 0900000050000846   
0601SGC9N       20240101001915100000005000 0900000050000850   
0601SGC9N       20240101001920100000005000 0900000050000855   
0601SGC9N       20240101001925100000005000 0900000050000860   
0601SGC9N       20240101001930100000005000 0900000050000864   
0601SGC9N       20240101001935100000005000 0900000050000869   
0601SGC9N       20240101001940100000005000 0900000050000873   
0601SGC9N       20240101001945100000005000 0900000050000877   
0601SGC9N       20240101001950100000005000 0900000050000882   
0601SGC9N       20240101001955100000005000 0900000050000887   
0601SGC9N       20240101001960100000005000 0900000050000890   
0601SGC9N       20240101001965100000005000 0900000050000895   
0601SGC9N       20240101001970100000005000 0900000050000900   
0601SGC9N       20240101001975100000005000 0900000050000904   
0601SGC9N       20240101001980100000005000 0900000050000908   
0601SGC9N       20240101001985100000005000 0900000050000913   
0601SGC9N       20240101001990100000005000 0900000050000916   
0601SGC9N       20240101001995100000005000 0900000050000921   
0601SGC9N       20240101002000100000005000 0900000050000925   
0601SGC9N       20240101002005100000005000 0900000050000929   
0601SGC9N       20240101002010100000005000 0900000050000934   
0601SGC9N       20240101002015100000005000 0900000050000938   
0601SGC9N       20240101002020100000005000 0900000050000941   
0601SGC9N       20240101002025100000005000 0900000050000946   
0601SGC9N       20240101002030100000005000 0900000050000951   
0601SGC9N       20240101002035100000005000 0900000050000954   
0601SGC9N       20240101002040100000005000 0900000050000959   
0601SGC9N       20240101002045100000005000 0900000050000963   
0601SGC9N       20240101002050100000005000 0900000050000966   
0601SGC9N       20240101002055100000005000 0900000050000971   
0601SGC9N       20240101002060100000005000 0900000050000975   
0601SGC9N       20240101002065100000005000 0900000050000978   
0601SGC9N       20240101002070100000005000 0900000050000983   
0601SGC9N       20240101002075100000005000 0900000050000987   
0601SGC9N       20240101002080100000005000 0900000050000990   
0601SGC9N       20240101002085100000005000 0900000050000995   
0601SGC9N       20240101002090100000005000 0900000050000999   
0601SGC9N       20240101002095100000005000 0900000050001002   
0601SGC9N       20240101002100100000005000 0900000050001006   
0601SGC9N       20240101002105100000005000 0900000050001011   
0601SGC9N       20240101002110100000005000 0900000050001014   
0601SGC9N       20240101002115100000005000 0900000050001018   
0601SGC9N       20240101002120100000005000 0900000050001022   
0601SGC9N       20240101002125100000005000 0900000050001025   
0601SGC9N       20240101002130100000005000 0900000050001030   
0601SGC9N       20240101002135100000005000 0900000050001032   
0601SGC9N       20240101002140100000005000 0900000050001036   
0601SGC9N       20240101002145100000005000 0900000050001041   
0601SGC9N       20240101002150100000005000 0900000050001044   
0601SGC9N       20240101002155100000005000 0900000050001048   
0601SGC9N       20240101002160100000005000 0900000050001052   
0601SGC9N       20240101002165100000005000 0900000050001055   
0601SGC9N       20240101002170100000005000 0900000050001059   
0601SGC9N       20240101002175100000005000 0900000050001063   
0601SGC9N       20240101002180100000005000 0900000050001066   
0601SGC9N       20240101002185100000005000 0900000050001070   
0601SGC9N       20240101002190100000005000 0900000050001074   
0601SGC9N       20240101002195100000005000 0900000050001077   
0601SGC9N       20240101002200100000005000 0900000050001081   
0601SGC9N       20240101002205100000005000 0900000050001084   
0601SGC9N       20240101002210100000005000 0900000050001088   
0601SGC9N       20240101002215100000005000 0900000050001091   
0601SGC9N       20240101002220100000005000 0900000050001095   
0601SGC9N       20240101002225100000005000 0900000050001098   
0601SGC9N       20240101002230100000005000 0900000050001102   
0601SGC9N       20240101002235100000005000 0900000050001106   
0601SGC9N       20240101002240100000005000 0900000050001109   
0601SGC9N       20240101002245100000005000 0900000050001112   
0601SGC9N       20240101002250100000005000 0900000050001116   
0601SGC9N       20240101002255100000005000 0900000050001119   
0601SGC9N       20240101002260100000005000 0900000050001123   
0601SGC9N       20240101002265100000005000 0900000050001126   
0601SGC9N       20240101002270100000005000 0900000050001129   
0601SGC9N       20240101002275100000005000 0900000050001133   
0601SGC9N       20240101002280100000005000 0900000050001137   
0601SGC9N       20240101002285100000005000 0900000050001140   
0601SGC9N       20240101002290100000005000 0900000050001143   
0601SGC9N       20240101002295100000005000 0900000050001147   
0601SGC9N       20240101002300100000005000 0900000050001149   
0601SGC9N       20240101002305100000005000 0900000050001153   
0601SGC9N       20240101002310100000005000 0900000050001157   
0601SGC9N       20240101002315100000005000 0900000050001159   
0601SGC9N       20240101002320100000005000 0900000050001163   
0601SGC9N       20240101002325100000005000 0900000050001167   
0601SGC9N       20240101002330100000005000 0900000050001169   
0601SGC9N       20240101002335100000005000 0900000050001173   
0601SGC9N       20240101002340100000005000 0900000050001176   
0601SGC9N       20240101002345100000005000 0900000050001179   
0601SGC9N       20240101002350100000005000 0900000050001183   
0601SGC9N       20240101002355100000005000 0900000050001186   
0601SGC9N       20240101002360100000005000 0900000050001188   
0601SGC9N       20240101002365100000005000 0900000050001192   
0601SGC9N       20240101002370100000005000 0900000050001196   
0601SGC9N       20240101002375100000005000 0900000050001198   
0601SGC9N       20240101002380100000005000 0900000050001202   
